id,scrape_timestamp,scrape_source,scrape_company_name,scrape_company_domain,job_title_scrape,scrape_job_title,scrape_job_url,scrape_job_location,scrape_category,scrape_keyword,scrape_job_intent,scrape_type_of_job,scrape_job_description,scrape_posted_time,scrape_country,scrape_job_post_date,scrape_job_scrape_date,scrape_timezone,scrape_company_size
1382599,2023-12-14T08:12:54.280Z,Indeed,T Pros,t-prosolutions.com,"Software Engineer | $140K-$180K | 1+ Days In-Office / 2+ Days Remote,Lead Software Engineer | $180K-$200K | 1+ Days In-Office / 2+ Days Remote,Lead Software Engineer | $180K-$200K | 1+ Days In-Office / 2+ Days Remote",Lead Software Engineer | $180K-$200K | 1+ Days In-Office / 2+ Days Remote,https://www.indeed.com/rc/clk?jk=48ebc2adee14ec30&bb=DTqITKk19ASorp0txImBzv8KeAmaUxHLwWYY3cK58sm6YiCokvpDmi_3zpOxO3Zv&xkcb=SoCe67M3HzkeQ4Ts2Z0IbzkdCdPP&fccid=eacc59fd15f94131&vjs=3,"Lakewood, NJ 08701",Web App Development / Javascript,Vue js Team Lead,general_engineering,N/A,,,"Lakewood, NJ 08701",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382602,2023-12-14T08:13:38.460Z,Indeed,Grant Street Group,grantstreet.com,"Senior Software Developer – Flex Schedule,Software Developer,Senior Software Developer – Flex Schedule,Software Developer",Software Developer,https://www.indeed.com/rc/clk?jk=9a9722c104af6010&bb=t0udQDkXn3wIP78Gp9CGo5Z40yt88_LjZl-oihhKAWnTPyDVWQ-nyDPnTwnTUXplipNpiVukxPqYyiWbCuiuveUyzqBoniIRx_A5iSRdf3o%3D&xkcb=SoDj67M3HzkXpVw4h50JbzkdCdPP&fccid=23b4cebad6818890&vjs=3,Remote,Web App Development / Javascript,Vue js Full stack Developer,general_engineering,Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382604,2023-12-14T08:13:51.273Z,Indeed,SNVA Ventures,snva.com,"Full Stack Java Developer Entry Level,Full Stack Java Developer Entry Level",Full Stack Java Developer Entry Level,https://www.indeed.com/rc/clk?jk=dc48eb0687ae7562&bb=t0udQDkXn3wIP78Gp9CGo-KXA2n5IPvQujNMCIPu2uddGp500b9shjQ0Jlm7xwnIp74gfyid8eE45hi867Q8QZ56QvuRHKqgdgHpmC5nMwM%3D&xkcb=SoDZ67M3HzkXpVw4h50PbzkdCdPP&fccid=4071fd2818829138&cmp=SNVA-Ventures&ti=Full+Stack+Developer&vjs=3,Remote,Web App Development / Javascript,Vue js Full stack Developer,backend,$30 - $35 an hour - Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382609,2023-12-14T08:18:50.485Z,Indeed,BCG,bc.game,"JavaScript Developer,JavaScript Developer",JavaScript Developer,https://www.indeed.com/rc/clk?jk=a8cc0be1ed180d46&bb=BKELVQ7bIBM57SMtj-SduhMofyngLU8y0hhxGJc8v6kn9_zhmBZ9Fne-kivohMDK&xkcb=SoDT67M3Hzkw1-gNPL0KbzkdCdPP&fccid=e99c57955f1d2953&vjs=3,"Orlando, FL",Web App Development / Javascript,Backbone js UI Developer,js_engineeering,"$120,000 a year",,,"Orlando, FL",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382618,2023-12-14T08:24:02.127Z,Indeed,Avera Health-Info Technology Center,avera.org,Clinical Intelligence Developer - Full-time,Clinical Intelligence Developer - Full-time,https://www.indeed.com/rc/clk?jk=37757f85cd3a62af&bb=nRJkla7Ea47Q0Z4uAVrx1zOHcITlfAs-cY91xu2wi1TqaRfGukKJs2YudcP7-9ufmICXDkgs1S6Vm-qPY_PKVGKyDRuAxJ1TXvOls_LEdUQ%3D&xkcb=SoDE67M3HzltALzRpZ0IbzkdCdPP&fccid=44e58704415849f7&vjs=3,"212 E 11th St, Sioux Falls, SD 57104",Web App Development / Javascript,Node js Developer,backend,$35 - $53 an hour - Full-time,,,"212 E 11th St, Sioux Falls, SD 57104",12/14/2023,12/14/2023,Central Standard Time,N/A
1382634,2023-12-14T08:26:27.691Z,Indeed,eTRANSERVICES,etranservices.com,Geospatial Software Developer : 364 vii,Geospatial Software Developer : 364 vii,https://www.indeed.com/rc/clk?jk=e83d93907135ffbb&bb=8yvjkKDTA9zDdJxhmc9HqJAYuS2uy8L96K-2ZJlrCber8ii09OL5ayHbVPKsQUULKwCSml_7fX7OPdYsaPy7wr039uVrAqs8rsbgSE--r6A%3D&xkcb=SoBI67M3Hzl7Y7QtBJ0PbzkdCdPP&fccid=82134c6b0b9fc607&vjs=3,Remote,Web App Development / Javascript,Node js Backend Developer,general_engineering,Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382638,2023-12-14T08:26:54.100Z,Indeed,Clarity Innovations,clarity-innovations.com,Software Engineer - Level 2 (RR) RRTN-8152,Software Engineer - Level 2 (RR) RRTN-8152,https://www.indeed.com/rc/clk?jk=48c5fafe3b4e149e&bb=8yvjkKDTA9zDdJxhmc9HqJAYuS2uy8L920u2rOetWwKsIKYfx3RR4HYj0E07rZbHyRhHZXBFkResW0Bmz1RI743kuF9wTX8FuRJM_CzcXcA%3D&xkcb=SoA867M3Hzl7Y7QtBJ0DbzkdCdPP&fccid=8e2380cbcdb6403d&vjs=3,"Annapolis Junction, MD",Web App Development / Javascript,Node js Backend Developer,general_engineering,Full-time,,,"Annapolis Junction, MD",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382639,2023-12-14T08:27:00.358Z,Indeed,"Tablet Command,",tabletcommand.com,Integration Engineer / C#,Integration Engineer / C#,https://www.indeed.com/rc/clk?jk=ac0ffca7b374e391&bb=8yvjkKDTA9zDdJxhmc9HqO640nseifg77Pwr53_bHyVPCX1-0vQiO-8HW2QiEss2GkAdOmWac0pgRdGHhzPtcx4IjVsCm5C8IDNohENHYFI%3D&xkcb=SoCI67M3Hzl7Y7QtBJ0CbzkdCdPP&fccid=227a9c1c8f9fc0c9&vjs=3,"Walnut Creek, CA",Web App Development / Javascript,Node js Backend Developer,backend,"$115,000 - $140,000 a year - Full-time",,,"Walnut Creek, CA",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382641,2023-12-14T08:27:13.667Z,Indeed,KK Technologies,kktech.ca,DevOps Engineer (Sacramento),DevOps Engineer (Sacramento),https://www.indeed.com/rc/clk?jk=1e35ee82a286b31b&bb=8yvjkKDTA9zDdJxhmc9HqNqHlu7wvF2gjCCtVNnEsVe8I4UKkuDMIEvb886CQMukqzuj9aC8wpLuwMbfYubc5T60dnLSaGtB7SeomRsaeVk%3D&xkcb=SoCh67M3Hzl7Y7QtBJ0AbzkdCdPP&fccid=37905deb383d3e89&cmp=KK-Technologies&ti=Development+Operations+Engineer&vjs=3,"Sacramento, CA",Web App Development / Javascript,Node js Backend Developer,devops,$55 - $60 an hour - Contract,,,"Sacramento, CA",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382643,2023-12-14T08:27:27.271Z,Indeed,APPIC Solutions ,appicsolutions.com,Frontend Full Stack Engineer,Frontend Full Stack Engineer,https://www.indeed.com/rc/clk?jk=43c8cdd5a2baf7cb&bb=8yvjkKDTA9zDdJxhmc9HqHEPbzPKDxDww5mtdMgqFbnkYtPmIgbvZtp1wgLgZVaWNN79JFci5cR4_8drq1AYAWh6Sf5_rsM9DBsG7PwxlzI%3D&xkcb=SoCb67M3Hzl7Y7QtBJ0GbzkdCdPP&fccid=c43a102ed5c0c415&cmp=APPIC-Solutions-LLC&ti=Full+Stack+Developer&vjs=3,"San Bruno, CA",Web App Development / Javascript,Node js Backend Developer,backend,"Up to $100,000 a year - Full-time",,,"San Bruno, CA",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382644,2023-12-14T08:27:33.748Z,Indeed,"SVS Vision,",svsvision.com,"Fielmann USA - Senior Software Engineer (Remote),Fielmann USA - Software Engineer, iOS Developer (Remote),Fielmann USA - Software Engineer, Full Stack (Remote)","Fielmann USA - Software Engineer, Full Stack (Remote)",https://www.indeed.com/rc/clk?jk=88a6584a9adb6f09&bb=8yvjkKDTA9zDdJxhmc9HqOBTt-NghqjwUaonxLF9EcgePNQ4oWUi9PHEQfUT3MBPzHEQUDFzEhuop6zVVwWhJ5vVS41fZh6lQcPNuMQfpJ4%3D&xkcb=SoAG67M3Hzl7Y7QtBJ0FbzkdCdPP&fccid=7b59bc1c1d1eb9cb&vjs=3,"Mount Clemens, MI 48043",Web App Development / Javascript,Node js Backend Developer,general_engineering,Full-time,,,"Mount Clemens, MI 48043",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382650,2023-12-14T08:28:49.036Z,Indeed,EasyHiring,easyhiring.ru,"Manager, Computation & Predictive Science Digital Delivery Manager","Manager, Computation & Predictive Science Digital Delivery Manager",https://www.indeed.com/rc/clk?jk=5419240f40f69d59&bb=RbU7qRNd-iJHnbjkBsuYWLUA1jiXjj0vxXizVatbRN3q7eQePRi2tCin2m1dAATb&xkcb=SoAp67M3HzmMMdxvZB0KbzkdCdPP&fccid=f9e0634dd7febd9d&cmp=EasyHiring&ti=Delivery+Driver&vjs=3,"New Hope, PA",Web App Development / Javascript,Node js Architect,general_advertising,Full-time,,,"New Hope, PA",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382652,2023-12-14T08:29:02.162Z,Indeed,tellibee,hewinghotel.com,"Java Fullstack Engineer,Java Fullstack Engineer",Java Fullstack Engineer,https://www.indeed.com/rc/clk?jk=762f8133daf7725e&bb=Nbo9Qoel7oDIMxxomszj6QsXnaRPBmlbvwGwDxky5ETD779CZo6KcW_egxdcZTbt&xkcb=SoA667M3HzmMMcRvZB0JbzkdCdPP&fccid=d99d618a0bcbc8ee&vjs=3,"Charlotte, NC 28206",Web App Development / Javascript,Node js Architect,backend,N/A,,,"Charlotte, NC 28206",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382653,2023-12-14T08:29:08.871Z,Indeed,Cognizant Technology Solutions,cognizant.co,"Sr. UI Engineer (Remote),Project Manager",Project Manager,https://www.indeed.com/rc/clk?jk=31d389850b74a8e1&bb=Nbo9Qoel7oBzH9B4YNYbQcI9D9gTDFzm6qaQ9ybk5x4miaNZwlk_lcr9VeB3m2J2&xkcb=SoAA67M3HzmMMcRvZB0PbzkdCdPP&fccid=2df6a1e69a70a1e7&vjs=3,"Fort Worth, TX",Web App Development / Javascript,Node js Architect,project_managment,Full-time,,,"Fort Worth, TX",12/14/2023,12/14/2023,Central Standard Time,N/A
1382658,2023-12-14T08:29:54.622Z,Indeed,KrishAnsh,krishansh.com,API Architect,API Architect,https://www.indeed.com/rc/clk?jk=f7eed0191d64c1db&bb=l3cNmsAlkpxdl5kAfH4_y6bs5hBhVuXCAxPnjUjKTV9d5K6d7w67d6ruZCX3GpU9&xkcb=SoCS67M3HzmMMfRvZB0IbzkdCdPP&fccid=fcc817ea35817bbf&vjs=3,"San Jose, CA",Web App Development / Javascript,Node js Architect,backend,N/A,,,"San Jose, CA",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382659,2023-12-14T08:30:00.188Z,Indeed,Decent DAO,decent-dao.org,Web3 Engineer,Web3 Engineer,https://www.indeed.com/rc/clk?jk=aff0644a65b53be5&bb=l3cNmsAlkpw12pokQM5cdxoz_ZJNyFuVQHAmtv_9eADK5LHdBbc8SD0nxgm3-4gE&xkcb=SoCo67M3HzmMMfRvZB0ObzkdCdPP&fccid=bafe21282a7b0b2e&cmp=Decent-DAO&ti=Engineer&vjs=3,Remote,Web App Development / Javascript,Node js Architect,web_development,"$154,000 a year - Contract",,,Remote,12/14/2023,12/14/2023,,N/A
1382665,2023-12-14T08:31:22.254Z,Indeed,ANB Sourcing ,anbsourcing.com,"AWS Architect _ Somerset, NJ (Local only) -- W2 only (NO C2C)","AWS Architect _ Somerset, NJ (Local only) -- W2 only (NO C2C)",https://www.indeed.com/rc/clk?jk=3a0ec230258a8a8d&bb=U0G6iTxVwKo8TqLWkdKO0oCOKmeNlw6Lr_ifc1qRf3qt3bcas5FLryBF519D1dS-&xkcb=SoC967M3HzmaGbRvdZ0KbzkdCdPP&fccid=455a18115bbbf4b9&cmp=ANB-Sourcing-LLC&ti=Software+Architect&vjs=3,"ANB Sourcing LLC in Somerset, NJ 08873",Web App Development / Javascript,Node js Consultant,aws,$70 - $90 an hour - Contract,,,"ANB Sourcing LLC in Somerset, NJ 08873",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382682,2023-12-14T08:34:31.461Z,Indeed,"Karsun Solutions, ",karsun-llc.com,"Senior Java Full Stack Developer,Senior Java Full Stack Developer,Senior Java Full Stack Developer,Senior Java Full Stack Developer",Senior Java Full Stack Developer,https://www.indeed.com/rc/clk?jk=99b62d71275371ef&bb=0L4DH55koFf6jJ7FZX0UnGvfE9Ncq2_-ZUF89tqJhZZIRCyKJeymb-0rh93dwMqZ&xkcb=SoBX67M3Hzm-qIxj2B0LbzkdCdPP&fccid=01847a3af0ac3a59&vjs=3,Remote,Web App Development / Javascript,Node js Full stack Developer,backend,"$84,000 - $108,000 a year - Full-time",,,Remote,12/14/2023,12/14/2023,,N/A
1382686,2023-12-14T08:34:55.855Z,Indeed,Royce Geo,roycegeo.com,"Full Stack Developer,Full Stack Developer,Full Stack Developer,Full Stack Developer",Full Stack Developer,https://www.indeed.com/rc/clk?jk=2a4177e26dfc33f0&bb=Z_hu8W0KotsHDRfwOhqsUF24rj47QBfNC0CTXxK8PyN7JNXwpTOPlxTFV-DaDjzd&xkcb=SoC667M3Hzm-qLRj2B0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,"Springfield, VA",Web App Development / Javascript,Node js Full stack Developer,backend,Full-time,,,"Springfield, VA",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382689,2023-12-14T08:35:12.957Z,Indeed,CommandLink,commandlink.com,"Full-Stack Software Engineer,Full-Stack Software Engineer,Full-Stack Software Engineer,Full-Stack Software Engineer",Full-Stack Software Engineer,https://www.indeed.com/rc/clk?jk=e704a16cfa592fca&bb=rcaOpoNq2JsCXLonhtMWU3IIi9jr5Rm-M8QCaMi9j6h7ZSHXiXQU-UzR4_fnbyFc&xkcb=SoBL67M3Hzm-qLxj2B0LbzkdCdPP&fccid=4502b86a699f86ed&vjs=3,Remote,Web App Development / Javascript,Node js Full stack Developer,general_engineering,Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382690,2023-12-14T08:35:19.620Z,Indeed,Steampunk,steampunkmod.com,"Front End Developer,Front End Developer,Front End Developer,Front End Developer,Front End Developer,Front End Developer,Front End Developer,Front End Developer,Front End Developer,Front End Developer",Front End Developer,https://www.indeed.com/rc/clk?jk=d0ec2fea42813b77&bb=rcaOpoNq2Ju5iJx50d0027CXut7HFgYfSL8b5Q5gccfgoyOsMY6QVJCZKB_sWZ5d&xkcb=SoDW67M3Hzm-qLxj2B0IbzkdCdPP&fccid=03c201acb21b642e&vjs=3,"1753 Pinnacle Dr Ste 900, McLean, VA 22102",Web App Development / Javascript,Node js Full stack Developer,nocode_dev,N/A,,,"1753 Pinnacle Dr Ste 900, McLean, VA 22102",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382691,2023-12-14T08:35:26.007Z,Indeed,Top Class Actions,topclassactions.com,"Senior Developer / Systems Analyst (Remote),Senior Developer / Systems Analyst (Remote),Senior Developer / Systems Analyst (Remote),Senior Developer / Systems Analyst (Remote)",Senior Developer / Systems Analyst (Remote),https://www.indeed.com/rc/clk?jk=ef0d774d212a0a5e&bb=rcaOpoNq2Juiq6w5y6p1xgaqzp-zgP52PsGQNsS5aVFSCgHGckx3qhXDxFhzd2hi&xkcb=SoDs67M3Hzm-qLxj2B0ObzkdCdPP&fccid=b521ece642fc8acc&vjs=3,"Phoenix, AZ",Web App Development / Javascript,Node js Full stack Developer,general_engineering,"$75,000 - $95,000 a year - Full-time",,,"Phoenix, AZ",12/14/2023,12/14/2023,Mountain Standard Time,N/A
1382710,2023-12-14T08:39:59.928Z,Indeed,Conservice,conservice.com,"Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer,Senior Software Engineer",Senior Software Engineer,https://www.indeed.com/rc/clk?jk=b8fe852ef1dc2719&bb=znMZMG7CkAbgyMT-WOIbof8fc0sKLGlGRadbbH5PqpPmxKW8mE1YKvcphdv0NDed&xkcb=SoDO67M3HznYLRwdgp0ObzkdCdPP&fccid=291a3275aa8c9387&vjs=3,"99 East 700 South, Logan, UT 84321",Web App Development / Javascript,NEXT js Full stack Developer,general_engineering,N/A,,,"99 East 700 South, Logan, UT 84321",12/14/2023,12/14/2023,Mountain Standard Time,N/A
1382711,2023-12-14T08:40:05.629Z,Indeed,Wolfe,wolferesearch.com,"Sr. Java Developer,Sr. Full Stack Developer,Sr. Full Stack Developer",Sr. Full Stack Developer,https://www.indeed.com/rc/clk?jk=d38cbdd5cbc8f67f&bb=k7guQ0sj1pUdIcDGOUdrXrkqGoJeN72MYS_9krHmd26ghm2C5QAobogLYV2WRW9P&xkcb=SoBT67M3HznYLQQdgp0KbzkdCdPP&fccid=63df2153af622576&vjs=3,Remote,Web App Development / Javascript,NEXT js Full stack Developer,backend,"$120,000 - $130,000 a year - Full-time",,,Remote,12/14/2023,12/14/2023,,N/A
1382712,2023-12-14T08:40:12.841Z,Indeed,Alara,alarabiya.net,"Senior Full Stack Developer,Senior Full Stack Developer,Senior Full Stack Developer",Senior Full Stack Developer,https://www.indeed.com/rc/clk?jk=8dc3379b68d2e9a1&bb=k7guQ0sj1pV2L9qJC3tufULglPg7d83UMp9UDWzr3EcVEamGram4toPAsKZGx8hQ&xkcb=SoB667M3HznYLQQdgp0IbzkdCdPP&fccid=2e7d8344800d849b&vjs=3,"Westport, CT",Web App Development / Javascript,NEXT js Full stack Developer,backend,Full-time,,,"Westport, CT",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382720,2023-12-14T08:41:49.515Z,Indeed,Citirex,citirex.com,Web Developer,Web Developer,https://www.indeed.com/rc/clk?jk=048c57b3dcf1125c&bb=K9Vai8-tELpvQcELGMDuFSwnNkP5l32-vG2-K64qVvTePRj94kbqqKetif_SNiwmgcwHWCIkO8b6-dDtCMAIPi3rc_zRwDJpffyXw-g9PAc%3D&xkcb=SoBt67M3HznvSwQtJ50MbzkdCdPP&fccid=ad5bd04aae81a89b&vjs=3,"15260 Ventura Boulevard, Los Angeles, CA 91403",Web App Development / Javascript,JavaScript Developer,web_development,N/A,,,"15260 Ventura Boulevard, Los Angeles, CA 91403",12/14/2023,12/14/2023,Pacific Standard Time,N/A
1382722,2023-12-14T08:42:04.670Z,Indeed,Westinghouse,westinghouseoutdoorpower.com,Software Developer,Software Developer,https://www.indeed.com/rc/clk?jk=c96940e6f0d6fbe2&bb=K9Vai8-tELpvQcELGMDuFSv59PwFCj_u38vi-TyBhVymN_wmYEcInJL-OLupErZb2XC3f7q5rZXL0HDX6z6rU6tbb5UeLAac5d5YhHZ8Mik%3D&xkcb=SoAw67M3HznvSwQtJ50CbzkdCdPP&fccid=42e773e039e3c8bf&vjs=3,"Houston, TX",Web App Development / Javascript,JavaScript Developer,general_engineering,Full-time,,,"Houston, TX",12/14/2023,12/14/2023,Central Standard Time,N/A
1382723,2023-12-14T08:42:10.613Z,Indeed,FFB Bank,ffb.bank,Software Engineer,Software Engineer,https://www.indeed.com/rc/clk?jk=e7ae8bca8ba96e7a&bb=K9Vai8-tELpvQcELGMDuFUwS7JVDYzpREd3u5ZdJw91fimoU-VBtTAn8X60r6ux6AaekNac2jnbcy0IBaMRa1pf7W-rLQTqlsnWx-CT3j0A%3D&xkcb=SoCt67M3HznvSwQtJ50BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Remote,Web App Development / Javascript,JavaScript Developer,general_engineering,N/A,,,Remote,12/14/2023,12/14/2023,,N/A
1382725,2023-12-14T08:42:23.444Z,Indeed,"MAXISIQ,",iomaxis.com,"Software Developer III,Software Developer III",Software Developer III,https://www.indeed.com/rc/clk?jk=8df8494f098927d4&bb=K9Vai8-tELpvQcELGMDuFbH6Mp-eEp2maVEE3fUcfjdVAHMRvgNmtgfiAUrqgeZ_PGemSV6cMmHMB0_nWCWn5aIEBQHecl75jv84gin-6J8%3D&xkcb=SoCX67M3HznvSwQtJ50HbzkdCdPP&fccid=1940b7d6e320747a&vjs=3,"Stafford, VA 22554",Web App Development / Javascript,JavaScript Developer,general_engineering,Full-time,,,"Stafford, VA 22554",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382728,2023-12-14T08:43:15.142Z,Indeed,tone Networks,tonenetworks.com,"Software Developer,Software Developer",Software Developer,https://www.indeed.com/rc/clk?jk=87cf334c7eec31f0&bb=zKQi0jHAIxxQMJ3o5EngHNAnarp8yYX9kgm7Lsph0PN7csV6AcsZexsOWw_JBjsb&xkcb=SoDx67M3Hzn9olW5YZ0LbzkdCdPP&fccid=3ed0572c448b2368&vjs=3,"Miami, FL",Web App Development / Javascript,Web Application Developer,general_engineering,Contract,,,"Miami, FL",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382731,2023-12-14T08:43:38.075Z,Indeed,Tanaq Support Services ,tanaq.com,Senior Web Developer,Senior Web Developer,https://www.indeed.com/rc/clk?jk=30250b6b80a27d97&bb=4Rxr_5-CACnEEg5kyBdQesA0NTT9AfE-m_FUTMYBvCUH0H93jGxriyvrqlPeXXG_&xkcb=SoCn67M3Hzn9ol25YZ0PbzkdCdPP&fccid=65e7f3dbe2b6778e&vjs=3,Georgia,Web App Development / Javascript,Web Application Developer,web_development,Full-time,,,Georgia,12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382735,2023-12-14T08:44:09.979Z,Indeed,Greenheck Group,greenheck.com,"Application Developer II,Application Developer II,Application Developer II",Application Developer II,https://www.indeed.com/rc/clk?jk=09aececf1b9fccad&bb=enn5OPz_zoSQhHK82EYwr5K0QHhU8-JhOH3HZf0UaVHseEA5okNWWu_C-DuY_KRo&xkcb=SoDL67M3Hzn9ok25YZ0KbzkdCdPP&fccid=2ee4873224048a15&vjs=3,"Schofield, WI 54476",Web App Development / Javascript,Web Application Developer,general_engineering,N/A,,,"Schofield, WI 54476",12/14/2023,12/14/2023,Central Standard Time,N/A
1382736,2023-12-14T08:44:18.503Z,Indeed,Blue Federal Credit Unio,bluefcu.com,"Sr. Full Stack Developer,Sr. Full Stack Developer,Full Stack Developer,Sr. Full Stack Developer,Sr. Full Stack Developer,Full Stack Developer,Sr. Full Stack Developer,Sr. Full Stack Developer",Sr. Full Stack Developer,https://www.indeed.com/rc/clk?jk=272df39e92b8be2e&bb=enn5OPz_zoTweTRQHtpM2Fa-b_TOFZKpWuWmD2EVs1GU4raCW-HWTUDOW1icJig9&xkcb=SoBs67M3Hzn9ok25YZ0PbzkdCdPP&fccid=d4065375678f59de&vjs=3,"Superior, CO 80027",Web App Development / Javascript,Web Application Developer,backend,"$123,789 a year - Full-time",,,"Superior, CO 80027",12/14/2023,12/14/2023,Mountain Standard Time,N/A
1382737,2023-12-14T08:44:25.017Z,Indeed,Massachusetts General Hospital(MGH),massgeneral.org,Software Engineer-Cancer Center Protocol Office,Software Engineer-Cancer Center Protocol Office,https://www.indeed.com/rc/clk?jk=66722569d8f8f344&bb=qXAzj3JxSdbg9-kkxFpNHDFTHlSbDaooAk-38E7NKppGQfHi4gYXSpju2AaciVFc&xkcb=SoCS67M3Hzn9onW5YZ0KbzkdCdPP&fccid=3aaabf5c54e51db9&vjs=3,"55 Fruit Street, Boston, MA 02114",Web App Development / Javascript,Web Application Developer,general_engineering,Full-time,,,"55 Fruit Street, Boston, MA 02114",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382740,2023-12-14T08:44:50.574Z,Indeed,Ottenweller Company,ottenweller.com,"IT Developer 2,IT Developer 2",IT Developer 2,https://www.indeed.com/rc/clk?jk=8b7c660e81f5532b&bb=YFNfhg5EVSVzuFybIZ7g9jlZ0QMziA0KgLoBW2U84xmUROxpF45dfiBf_-7GRxrJ&xkcb=SoBK67M3Hzn9on25YZ0JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,"Fort Wayne, IN",Web App Development / Javascript,Web Application Developer,backend,Full-time,,,"Fort Wayne, IN",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382742,2023-12-14T08:45:03.636Z,Indeed,The Cincinnati Insurance Companies,cinfin.com,"IT - Developer I - IV (Remote),IT - Developer I - IV (Remote)",IT - Developer I - IV (Remote),https://www.indeed.com/rc/clk?jk=9f40bb6106e4e5a5&bb=8kot-JlaEBbXNa637NYH__JPPn5sdG0ccmMwn7geC0BuwfIcnQDtoDtdNMnPHeH6&xkcb=SoBZ67M3Hzn9omW5YZ0KbzkdCdPP&fccid=ea99366887d9676b&vjs=3,Remote,Web App Development / Javascript,Web Application Developer,backend,"$55,000 - $130,000 a year",,,Remote,12/14/2023,12/14/2023,,N/A
1382743,2023-12-14T08:45:37.936Z,Indeed,Afterpay,afterpay.com,"Mobile QA Test Engineer, Cash App","Mobile QA Test Engineer, Cash App",https://www.indeed.com/rc/clk?jk=7f010197245f4477&bb=7cDPVdzvP8mr9XD5J8MKQKURMs4bWP88GsHSkK5KN03WxqkNKnmrLQr5NTxZpgnAWVCEAnAky4IIt8YIyYmlaPijoYpxs1gmCxxz-SyQbXo%3D&xkcb=SoDj67M3Hz4MJZw4h50LbzkdCdPP&fccid=49023dc4dc722a14&vjs=3,Remote,Web App Development / Javascript,Web App Developer,quality_assurance,Full-time,,,Remote,12/14/2023,12/14/2023,,N/A
1382744,2023-12-14T08:45:44.713Z,Indeed,Ulta Beauty,ulta.com,"IT Architect,IT Architect,IT Architect",IT Architect,https://www.indeed.com/rc/clk?jk=0212ad76698578ca&bb=7cDPVdzvP8mr9XD5J8MKQFQ1d7xM9qANH6es_EcId0ttE7-Lav1i3MXGz0W0cJfafqVPkiVB0tmHaH_VmkrpV_vwFRAERy8T1GECP8pLygU%3D&xkcb=SoBX67M3Hz4MJZw4h50KbzkdCdPP&fccid=756537cd73891813&vjs=3,"Bolingbrook, IL 60440",Web App Development / Javascript,Web App Developer,js_engineeering,Full-time,,,"Bolingbrook, IL 60440",12/14/2023,12/14/2023,Central Standard Time,N/A
1382745,2023-12-14T08:45:52.343Z,Indeed,Caesars Entertainment,caesars.com,Sr iOS Engineer - DARE,Sr iOS Engineer - DARE,https://www.indeed.com/rc/clk?jk=9ffb7c619084b6bd&bb=7cDPVdzvP8mr9XD5J8MKQAorWEJJ_5Fylw7_hzMp6L_9lgbJPvOFBoJcxwH2m-JFWMBiC2O-8nDBwOo4UdwUJolskj2ivzukjNvZgz1nwTY%3D&xkcb=SoDK67M3Hz4MJZw4h50JbzkdCdPP&fccid=bae55ff2c5ac1fca&vjs=3,"Jersey City, NJ",Web App Development / Javascript,Web App Developer,mobile_engineering,Full-time,,,"Jersey City, NJ",12/14/2023,12/14/2023,Eastern Standard Time,N/A
1382746,2023-12-14T08:45:59.068Z,Indeed,Ria,riamoneytransfer.com,"Quality Assurance Analyst (Dallas, TX)","Quality Assurance Analyst (Dallas, TX)",https://www.indeed.com/rc/clk?jk=e585046280858e2b&bb=7cDPVdzvP8mr9XD5J8MKQDlPK3KtVS6pYtBSTmaAOe2KW9kikYHBAGY7oRMp6yGCB1QJwOknJ1XdQt_bp8G-QaKys8Fd0HAop8m2XkTuv7o%3D&xkcb=SoB-67M3Hz4MJZw4h50IbzkdCdPP&fccid=622d5b453e490cf8&vjs=3,"1515 S Buckner Blvd Ste 301, Dallas, TX 75217",Web App Development / Javascript,Web App Developer,quality_assurance,Full-time,,,"1515 S Buckner Blvd Ste 301, Dallas, TX 75217",12/14/2023,12/14/2023,Central Standard Time,N/A
